key,dev_en
skill_neurofunk_melancholysprout_nameKey,Melancholy Sprout
skill_neurofunk_chanceschaser_nameKey,Chances Chaser
skill_neurofunk_drainingfungus_nameKey,Draining Fungus
skill_neurofunk_mathematicalmushroom_nameKey,Mathematical Mushroom
skill_neurofunk_sadnessmoss_nameKey,Sadness Moss
skill_neurofunk_miseryspores_nameKey,Misery Spores
skill_neurofunk_hivebrain_descriptionKey,Deals moderate Nature damage to one enemy. Removes 50% of Stamina from one enemy.
skill_neurofunk_constantsorrow_descriptionKey,Deals low Nature damage to all enemies. Applies Stamina Leak to all enemies.
skill_neurofunk_melancholysprout_descriptionKey,Applies Possession to one enemy. Removes 50% of Stamina from one enemy. Requires cooldown.
skill_neurofunk_chanceschaser_descriptionKey,Gives 25% of Stamina to all allies. Applies Stamina Regeneration to all allies. Requires Cooldown.
skill_neurofunk_drainingfungus_descriptionKey,Deals moderate Nature damage to all enemies. Removes 75% of Stamina from all enemies. Requires Cooldown.
skill_neurofunk_mathematicalmushroom_descriptionKey,Gives 50% of Stamina to itself. Applies Precision to itself. Requires Cooldown.
skill_neurofunk_sadnessmoss_descriptionKey,Deals heavy Dark damage to one enemy. Applies Possession to one enemy. Removes 75% of Stamina from one enemy. Requires Cooldown.
skill_neurofunk_miseryspores_descriptionKey,Deals moderate Dark damage to all enemies. Applies Possession to all enemies. Requires Cooldown.
specialSkill_neurofunk_boletusmitosis_nameKey,Boletus Mitosis
specialSkill_neurofunk_boletusmitosis_descriptionKey,Deals very heavy Nature damage to all enemies. Applies MegaPossession to all enemies. Gives 100% of Stamina to itself.
monster_neurofunk_nameKey,Neurofunk
monster_neurofunk_descriptionKey,"Neurofunk has a level of intelligence superior to most monsters but is handicapped by a total lack of feelings — well, ""handicapped"" according to forest spirits, not to The Lord, who found this fungus to be so remarkable that he risked himself to recruit it for his army. Neurofunk is obedient. Without feelings, there are no second thoughts or remorse."
monster_neurofunk_gameplayDescriptionKey,Nature controller with possession and stamina remove skills
skill_equaleria_fairstrike_nameKey,Fair Strike
skill_equaleria_batheinlight_nameKey,Bathe In Light
skill_equaleria_blindinglight_nameKey,Blinding Light
skill_equaleria_rebirth_nameKey,Rebirth
skill_equaleria_walloflight_nameKey,Wall of Light
skill_equaleria_pacifism_nameKey,Pacifism
skill_equaleria_gloriousrevival_nameKey,Glorious Revival
skill_equaleria_karma_nameKey,Karma
skill_equaleria_fairstrike_descriptionKey,Deals low Magic damage to one enemy. Removes positive status effects from one enemy.
skill_equaleria_batheinlight_descriptionKey,Deals low Light damage to one enemy. Applies Light Weakness to one enemy.
skill_equaleria_blindinglight_descriptionKey,Deals low Light damage to one enemy. Applies Blind to one enemy. Requires Cooldown.
skill_equaleria_rebirth_descriptionKey,Resurrects one ally with 50% Life. Requires Cooldown.
skill_equaleria_walloflight_descriptionKey,Deals low Light damage to all enemies. Applies Blind to all enemies. Applies Light Weakness to all enemies. Requires Cooldown.
skill_equaleria_pacifism_descriptionKey,Deals heavy Light damage to one enemy. Applies Total Damage Reduction to one enemy. Requires Cooldown.
skill_equaleria_gloriousrevival_descriptionKey,Resurrects all allies with 50% Life. Applies Double Damage to all allies. Requires Cooldown.
skill_equaleria_karma_descriptionKey,Removes positive status effects from all enemies. Applies Major Damage Reduction to all enemies. Requires Cooldown.
specialSkill_equaleria_heavensent_nameKey,Heaven Sent
specialSkill_equaleria_heavensent_descriptionKey,Applies Triple Damage to all allies during 3 turns. Applies Skill Mirror to all allies. Blocks all damage except Light element to all allies. Heals all allies by 100%.
monster_equaleria_nameKey,Equaleria
monster_equaleria_descriptionKey,"There are many guards in the Light Kingdom, but none of them quite like Equaleria. She’s Pure by nature, but that purity has flourished more than ever in the present Corrupted Era context. She's developed a special sense to detect danger, something like an inner radar… And she knows danger is round the corner of the previously peaceful Kingdom."
monster_equaleria_gameplayDescriptionKey,Support curser with resurrecting abilities
skill_spekthra_deathstroke_nameKey,Death Stroke
skill_spekthra_trickshot_nameKey,Trick Shot
skill_spekthra_firebolt_nameKey,Fire Bolt
skill_spekthra_bullseye_nameKey,Bullseye!
skill_spekthra_fallingfire_nameKey,Falling Fire
skill_spekthra_markthetarget_nameKey,Mark The Target
skill_spekthra_oneshotonekill_nameKey,"One Shot, One Kill"
skill_spekthra_cullingtheweak_nameKey,Culling The Weak
skill_spekthra_deathstroke_descriptionKey,Deals moderate Magic damage to one enemy.
skill_spekthra_trickshot_descriptionKey,Deals moderate Magic damage to one enemy. Applies Guard Down to one enemy. Requires Cooldown.
skill_spekthra_firebolt_descriptionKey,Deals moderate Fire damage to one enemy. Applies Burn to one enemy. Requires Cooldown.
skill_spekthra_bullseye_descriptionKey,Applies Pierce to itself. Deals heavy Special damage to one enemy. Requires Cooldown.
skill_spekthra_fallingfire_descriptionKey,Deals moderate Magic damage to all enemies. Applies Burn to all enemies. Requires Cooldown.
skill_spekthra_markthetarget_descriptionKey,Applies Vulnerable to one enemy. Applies Negate Healing to one enemy. Applies Burn to one enemy. Requires Cooldown.
skill_spekthra_oneshotonekill_descriptionKey,Applies Pierce to itself. Deals very heavy Special damage to one enemy. Requires Cooldown.
skill_spekthra_cullingtheweak_descriptionKey,Applies Negate Healing to all enemies. Applies Vulnerable to all enemies. Applies Guard Down to all enemies. Requires Cooldown.
specialSkill_spekthra_firefromabove_nameKey,Fire From Above
specialSkill_spekthra_firefromabove_descriptionKey,Applies Pierce to itself. Deals insane Fire damage to all enemies. Applies Burn to all enemies.
monster_spekthra_nameKey,Spekthra
monster_spekthra_descriptionKey,"As a bow champion, Spekthra was coveted by many, like Malair, who had tried to recruit her many times. At one point, he felt so humiliated by her that he sent his entire squad of Supervillains to her training center and tried to kill her. He succeeded only partially, and Spekthra survived as a ghost. To this day, she remains alone in her training center, planning her revenge against the Supervillains."
monster_spekthra_gameplayDescriptionKey,Magic Glass Cannon with Pierce and Debuffs
skill_flameara_redprincess_nameKey,Red Princess
skill_flameara_longevitybird_nameKey,Longevity Bird
skill_flameara_lifeenchantment_nameKey,Life Enchantment
skill_flameara_fierywings_nameKey,Fiery Wings
skill_flameara_blazingcharge_nameKey,Blazing Charge
skill_flameara_eternalembers_nameKey,Eternal Embers
skill_flameara_magicrebirth_nameKey,Magic Rebirth
skill_flameara_fireofeternity_nameKey,Fire of Eternity
skill_flameara_redprincess_descriptionKey,Deals moderate Fire damage to one enemy. Applies Daze to one enemy.
skill_flameara_longevitybird_descriptionKey,Deals low Fire damage to all enemies. Applies Ignite to all enemies.
skill_flameara_lifeenchantment_descriptionKey,Removes all Tortures of itself. Heals itself by 20%.
skill_flameara_fierywings_descriptionKey,Deals low Fire damage to all enemies. Applies Daze to all enemies. Requires cooldown.
skill_flameara_blazingcharge_descriptionKey,Deals moderate Fire damage to one enemy. Applies Stun and Ignite to one enemy. Requires cooldown.
skill_flameara_eternalembers_descriptionKey,Deals moderate Fire damage to one enemy. Activates all cooldowns on one enemy. Requires cooldown.
skill_flameara_magicrebirth_descriptionKey,Applies Tortures Immunity to itself. Heals itself by 50%. Requires cooldown.
skill_flameara_fireofeternity_descriptionKey,Deals moderate Fire damage to all enemies. Activates all cooldowns on all enemies. Requires cooldown.
specialSkill_flameara_infernodive_nameKey,Inferno Dive
specialSkill_flameara_infernodive_descriptionKey,Deals heavy Fire damage to all enemies. Activates all cooldowns on all enemies. Applies MegaStun and Ignite to all enemies.
monster_flameara_nameKey,Flameara
monster_flameara_descriptionKey,Flameara was born from the devastated core of the Cardinal Forest with the sole mission of cleansing the aura of desolation that the Corruption explosion left there. She's arrived as a spirit of rebirth who'll burn away all the pain and suffering.
monster_flameara_gameplayDescriptionKey,Fire Controller with Cooldown Activation skills
skill_kingcharmless_kingofthepond_nameKey,King of the Pond
skill_kingcharmless_notblondeanymore_nameKey,Not Blonde Anymore
skill_kingcharmless_tousledmustache_nameKey,Tousled Mustache
skill_kingcharmless_dirtyamulet_nameKey,Dirty Amulet
skill_kingcharmless_entangledcloak_nameKey,Entangled Cloak
skill_kingcharmless_purequest_nameKey,Pure Quest
skill_kingcharmless_sweatyblade_nameKey,Sweaty Blade
skill_kingcharmless_crownthrown_nameKey,Crown Thrown
skill_kingcharmless_kingofthepond_descriptionKey,Deals moderate Nature damage to one enemy.
skill_kingcharmless_notblondeanymore_descriptionKey,Deals low Nature damage to all enemies.
skill_kingcharmless_tousledmustache_descriptionKey,Applies Life and Stamina Regeneration to itself.
skill_kingcharmless_dirtyamulet_descriptionKey,Deals moderate Nature damage to all enemies. Applies Poison to all enemies. Requires cooldown.
skill_kingcharmless_entangledcloak_descriptionKey,Deals low Nature damage to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_kingcharmless_purequest_descriptionKey,Deals moderate Special damage to one enemy. Applies Nature Weakness to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_kingcharmless_sweatyblade_descriptionKey,Deals moderate Nature damage to one enemy. Applies Poison to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_kingcharmless_crownthrown_descriptionKey,Deals heavy Nature damage to one enemy. Gives 1 extra turn to itself. Requires cooldown.
specialSkill_kingcharmless_myfinalsong_nameKey,My Final Song
specialSkill_kingcharmless_myfinalsong_descriptionKey,Deals heavy Special damage to all enemies. Applies Bleed to all enemies. Applies a 3-Turn Death Countdown to all enemies.
monster_kingcharmless_nameKey,King Charmless
monster_kingcharmless_descriptionKey,"Prince Charmless was valiant, honorable, and educated, but King Daeron never respected him. That was until the Corrupted monsters assaulted the Light Kingdom. During the assault, Lady Meow, who knew his worth, Purified him. He saved the Castle and King Daeron. Such was the loyalty he showed that King Daeron finally gave him recognition. He named him King of the Royal Gardens in the Light Kingdom. Long live King Charmless!"
monster_kingcharmless_gameplayDescriptionKey,Nature Attacker with Extra Turn skills
skill_zhc_customphilanthropy_nameKey,Custom Philanthropy
skill_zhc_subscribeformoreart_nameKey,Subscribe for More Art
skill_zhc_terrorificpainting_nameKey,Terrorific Painting
skill_zhc_1000pushups_nameKey,1000 Push-ups
skill_zhc_surprisechallenge_nameKey,Surprise Challenge
skill_zhc_rainbowstar_nameKey,Rainbow Star
skill_zhc_artistsfury_nameKey,Artist's Fury
skill_zhc_99hoursleft_nameKey,99 Hours Left
skill_zhc_customphilanthropy_descriptionKey,Deals moderate Nature damage to one enemy. Applies Bleed to one enemy.
skill_zhc_subscribeformoreart_descriptionKey,Deals low Nature damage to all enemies. Applies Poison to all enemies.
skill_zhc_terrorificpainting_descriptionKey,Deals moderate Nature damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
skill_zhc_1000pushups_descriptionKey,Applies Immunity to Control to itself. Requires cooldown.
skill_zhc_surprisechallenge_descriptionKey,Deals very heavy Physical damage to one enemy.
skill_zhc_rainbowstar_descriptionKey,"Applies Reverse Healing, Poison, Bleed, and Nanovirus to one enemy. Requires cooldown."
skill_zhc_artistsfury_descriptionKey,Deals moderate Nature damage to all enemies. Applies Reverse Healing to all enemies. Requires cooldown.
skill_zhc_99hoursleft_descriptionKey,Deals moderate Nature damage to all enemies. Applies Poison to all enemies. Applies Bleed to all enemies. Requires cooldown.
specialSkill_zhc_customizedsmash_nameKey,Customized Smash!
specialSkill_zhc_customizedsmash_descriptionKey,Removes positive status effects from all enemies. Deals very heavy Nature damage to all enemies. Applies Reverse Healing and Bleed to all enemies.
monster_zhc_nameKey,ZHC
monster_zhc_descriptionKey,"ZHC worked for Borjork as a jailer. Borjork was fond of ZHC’s work, but he expected a bit more cruelty towards prisoners, so he tried to manipulate him into becoming more brutal by giving him Lutum. The experiment went wrong and Corruption made ZHC brave enough to abandon Borjork and sabotage his evil plans!"
monster_zhc_gameplayDescriptionKey,Nature Attacker with Reverse Healing and Torture skills
skill_yaoguaiwangzhou_saluteyouremperor_nameKey,Salute your Emperor
skill_yaoguaiwangzhou_metalandterracotta_nameKey,Metal and Terracotta
skill_yaoguaiwangzhou_corruptedwarrior_nameKey,Corrupted Warrior
skill_yaoguaiwangzhou_thirstforglory_nameKey,Thirst for Glory
skill_yaoguaiwangzhou_erjing_nameKey,Er Jing
skill_yaoguaiwangzhou_unwaveringdiscipline_nameKey,Unwavering Discipline
skill_yaoguaiwangzhou_theemperorsroom_nameKey,The Emperor's Room
skill_yaoguaiwangzhou_ermeng_nameKey,Er Meng
skill_yaoguaiwangzhou_saluteyouremperor_descriptionKey,Deals moderate Metal damage to one enemy.
skill_yaoguaiwangzhou_metalandterracotta_descriptionKey,Deals low Metal damage to all enemies. Applies Stamina Leak to all enemies.
skill_yaoguaiwangzhou_corruptedwarrior_descriptionKey,Deals moderate Metal damage to one enemy. Applies Curse and Possession to one enemy. Requires cooldown.
skill_yaoguaiwangzhou_thirstforglory_descriptionKey,Deals moderate Metal damage to one enemy. Removes 50% of Stamina from one enemy.
skill_yaoguaiwangzhou_erjing_descriptionKey,Deals moderate Metal damage to all enemies. Applies Curse and Stamina Leak to all enemies. Requires cooldown.
skill_yaoguaiwangzhou_unwaveringdiscipline_descriptionKey,Deals moderate Metal damage to one enemy. Removes 100% of Stamina and applies Possession to one enemy. Requires cooldown.
skill_yaoguaiwangzhou_theemperorsroom_descriptionKey,Deals low Metal damage to all enemies. Applies Possession to all enemies. Requires cooldown.
skill_yaoguaiwangzhou_ermeng_descriptionKey,Deals moderate Metal damage to all enemies. Removes 100% of Stamina and applies Curse to all enemies. Requires cooldown.
specialSkill_yaoguaiwangzhou_forthearmy_nameKey,For the Army!
specialSkill_yaoguaiwangzhou_forthearmy_descriptionKey,Applies MegaPossession to all enemies. Removes 100% of Stamina from all enemies. Decreases all enemies' Maximum Stamina. Applies Curse to all enemies.
monster_yaoguaiwangzhou_nameKey,Yaoguai Wangzhou
monster_yaoguaiwangzhou_descriptionKey,"In an army where every soldier looks and does the same, Wangzhou had always wanted to stand out. Instead of duty, it was glory that mattered to him. Fayemalice knew this and also that, whatever their differences, if she recruited Wangzhou, the rest of the Army would have to follow. She Corrupted him and, in exchange, she made him promise he would put the entire Terracotta Army at The Lord's service. Afterwards, Yaoguai Wangzhou would be free to seek his own glory."
monster_yaoguaiwangzhou_gameplayDescriptionKey,Metal Controller with Stamina Removals and Possession skills
skill_stungum_eternalgummy_nameKey,Eternal Gummy
skill_stungum_luckyday_nameKey,Lucky Day
skill_stungum_variedflavour_nameKey,Varied Flavor
skill_stungum_berries_nameKey,Berries
skill_stungum_mintandstrawberry_nameKey,Mint and Strawberry
skill_stungum_relaxingflavour_nameKey,Relaxing Flavor
skill_stungum_doublemint_nameKey,Double Mint
skill_stungum_strikingflavour_nameKey,Striking Flavor
skill_stungum_eternalgummy_descriptionKey,Deals moderate Thunder damage to one enemy.
skill_stungum_luckyday_descriptionKey,Deals low Thunder damage to all enemies. Applies Shock to all enemies.
skill_stungum_variedflavour_descriptionKey,Deals moderate Thunder damage to one enemy. Applies a random negative status effect to one enemy. Requires cooldown.
skill_stungum_berries_descriptionKey,Applies a random positive status effect to itself. Requires cooldown.
skill_stungum_mintandstrawberry_descriptionKey,Deals moderate Thunder damage to one enemy. Applies Stun to one enemy. Applies a random positive status effect to itself. Requires cooldown.
skill_stungum_relaxingflavour_descriptionKey,Deals moderate Thunder damage to one enemy. Activates all cooldowns on one enemy. Requires cooldown.
skill_stungum_doublemint_descriptionKey,Deals heavy Thunder damage to one enemy. Applies MegaStun to one enemy. Requires cooldown.
skill_stungum_strikingflavour_descriptionKey,Deals moderate Thunder damage to all enemies. Applies Stun and Shock to all enemies. Requires cooldown.
specialSkill_stungum_bigprize_nameKey,Big Prize!
specialSkill_stungum_bigprize_descriptionKey,Applies MegaStun to all enemies. Applies two random negative status effects to all enemies.
monster_stungum_nameKey,Stungum
monster_stungum_descriptionKey,"This young monster with a passion for chewing gum used to get bullied. Then one day, as he was buying a gumball from his favorite machine, there was a short circuit, and Stungum was devoured by the machine and became part of it. Now he's a bit of a hero who uses his mechanical body and unique powers to defend other oppressed young monsters from bullies!"
monster_stungum_gameplayDescriptionKey,Thunder Controller with Stun and Cooldowns Activation skills
skill_kuraikage_shadyninja_nameKey,Shady Ninja
skill_kuraikage_chaoslover_nameKey,Chaos’ Lover
skill_kuraikage_kagebunshin_nameKey,Kage Bunshin
skill_kuraikage_chunoyami_nameKey,Chu no Yami
skill_kuraikage_yash_nameKey,Yashu
skill_kuraikage_yuruginai_nameKey,Yuruginai
skill_kuraikage_yaminojutsu_nameKey,Yami no Jutsu
skill_kuraikage_tatsumaki_nameKey,Tatsumaki
skill_kuraikage_shadyninja_descriptionKey,Deals moderate Dark damage to one enemy.
skill_kuraikage_chaoslover_descriptionKey,Deals low Dark damage to all enemies.
skill_kuraikage_kagebunshin_descriptionKey,Deals low Dark damage to one enemy. Gives 1 extra turn to itself. Requires cooldown.
skill_kuraikage_chunoyami_descriptionKey,Applies Triple Damage and Nightmares to itself. Requires cooldown.
skill_kuraikage_yash_descriptionKey,Deals very heavy Dark damage to one enemy. Applies Bleed and Nightmares to one enemy. Requires cooldown.
skill_kuraikage_yuruginai_descriptionKey,Applies Cooldown Protection and Double Damage to itself. Requires cooldown.
skill_kuraikage_yaminojutsu_descriptionKey,Deals moderate Dark damage to all enemies. Applies Nightmares to all enemies. Requires cooldown.
skill_kuraikage_tatsumaki_descriptionKey,Deals moderate Dark damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
specialSkill_kuraikage_akumanokage_nameKey,Akuma no Kage
specialSkill_kuraikage_akumanokage_descriptionKey,Deals insane Dark damage to one enemy. Applies Nightmares and MegaPossession to one enemy.
monster_kuraikage_nameKey,Kurai Kage
monster_kuraikage_descriptionKey,"Ninjas are all about discipline. That's probably the reason why Kurai Kage has been an outcast for most of his life. He fights only with the worst intentions. He's been in several armies, but never lasts long. When the blood runs dry, he gets bored and moves on to serve another leader. His new boss is Yaoguai Wangzhou, the self-proclaimed Emperor of the Eastern Regions."
monster_kuraikage_gameplayDescriptionKey,Dark Attacker with Anticipation as a Trait
skill_royalmagus_blurredsight_nameKey,Blurred Sight
skill_royalmagus_daeronscounsel_nameKey,Daeron’s Counsel
skill_royalmagus_infinitewisdom_nameKey,Infinite Wisdom
skill_royalmagus_invisiblecurse_nameKey,Invisible Curse
skill_royalmagus_royalvision_nameKey,Royal Vision
skill_royalmagus_eyeoffuture_nameKey,Eye of Future
skill_royalmagus_eyeoftruth_nameKey,Eye of Truth
skill_royalmagus_eyeofdistance_nameKey,Eye of Distance
skill_royalmagus_blurredsight_descriptionKey,Deals moderate Magic damage to one enemy. Applies a random Elemental Weakness to one enemy.
skill_royalmagus_daeronscounsel_descriptionKey,Applies Damage Boost to one ally.
skill_royalmagus_infinitewisdom_descriptionKey,Gives 50% of Stamina to one ally. Requires cooldown.
skill_royalmagus_invisiblecurse_descriptionKey,Deals low Magic damage to all enemies. Applies a random Elemental Weakness skill to all enemies. Requires cooldown.
skill_royalmagus_royalvision_descriptionKey,Applies True Vision to all allies. Gives 50% of Stamina and applies Stamina Regeneration to all allies. Requires cooldown.
skill_royalmagus_eyeoffuture_descriptionKey,Removes all negative status effects from one ally. Applies a random positive status effect to one ally. Requires cooldown.
skill_royalmagus_eyeoftruth_descriptionKey,Removes all negative status effects from all allies. Gives 20% of Stamina to all allies. Requires cooldown.
skill_royalmagus_eyeofdistance_descriptionKey,Deals moderate Magic damage to all enemies. Applies Nature Weakness and Magic Weakness to all enemies. Requires cooldown.
specialSkill_royalmagus_innereye_nameKey,Inner Eye
specialSkill_royalmagus_innereye_descriptionKey,Deals heavy Magic damage to all enemies. Removes 100% of Stamina and applies Vulnerable to all enemies. Gives 1 extra turn to itself.
monster_royalmagus_nameKey,Royal Magus
monster_royalmagus_descriptionKey,"What makes Royal Magus unique and an excellent counsel to King Daeron, is her eyes. She has three magical eyes with different powers: With one of them, she can see what's happening far away from the kingdom. With the second eye, she can see the near future and, with the third, she sees the truth inside others. She’s almost impossible to fool."
monster_royalmagus_gameplayDescriptionKey,Magic Support with Damage Boosts and Stamina refill skills
skill_hammergrom_warmastersapprentice_nameKey,Warmaster’s Apprentice
skill_hammergrom_remntarsnephew_nameKey,Remntar’s Nephew
skill_hammergrom_alwaysforging_nameKey,Always Forging
skill_hammergrom_raysofhope_nameKey,Rays of Hope
skill_hammergrom_souloflight_nameKey,Soul of Light
skill_hammergrom_royalarmorer_nameKey,Royal Armorer
skill_hammergrom_hammerthrow_nameKey,Hammer Throw
skill_hammergrom_pureloyalty_nameKey,Pure Loyalty
skill_hammergrom_warmastersapprentice_descriptionKey,Deals moderate Metal damage to one enemy.
skill_hammergrom_remntarsnephew_descriptionKey,Deals low Metal damage to all enemies.
skill_hammergrom_alwaysforging_descriptionKey,Heals itself by 30%. Requires cooldown.
skill_hammergrom_raysofhope_descriptionKey,Deals moderate Light damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
skill_hammergrom_souloflight_descriptionKey,Deals very heavy Light damage to one enemy. Applies Sunburn to one enemy. Requires cooldown.
skill_hammergrom_royalarmorer_descriptionKey,Applies Skill Mirror to itself. Blocks out 50% of the incoming damage. Requires cooldown.
skill_hammergrom_hammerthrow_descriptionKey,Deals moderate Metal damage to all enemies. Applies Daze to all enemies. Requires cooldown.
skill_hammergrom_pureloyalty_descriptionKey,Applies MegaTaunt and Damage Boost to itself. Requires cooldown.
specialSkill_hammergrom_steelfall_nameKey,Steel Fall
specialSkill_hammergrom_steelfall_descriptionKey,Deals heavy Metal damage to all enemies. Applies MegaStun to all enemies.
monster_hammergrom_nameKey,Hammergrom
monster_hammergrom_descriptionKey,"Hammergrom is Warmaster Remntar's nephew and King Daeron's personal armorer. He started out as a link between the very demanding King and the Warmaster, but he quickly became a protector and advisor who always has a seat at Daeron's table. Now the King doesn't go anywhere without him!"
monster_hammergrom_gameplayDescriptionKey,Metal Tank with MegaTaunt and Skill Mirror
skill_jaakunahi_wangzhouscounsel_nameKey,Wangzhou’s Counsel
skill_jaakunahi_darktimes_nameKey,Dark Times
skill_jaakunahi_spiritsprotection_nameKey,Spirits' Protection
skill_jaakunahi_spiritualveil_nameKey,Spiritual Veil
skill_jaakunahi_insomnia_nameKey,Insomnia
skill_jaakunahi_spiritualprotection_nameKey,Spiritual Protection
skill_jaakunahi_soulfaint_nameKey,Soul Faint
skill_jaakunahi_corruptedhistory_nameKey,Corrupted History
skill_jaakunahi_wangzhouscounsel_descriptionKey,Deals moderate Fire damage to one enemy. Applies Curse to one enemy.
skill_jaakunahi_darktimes_descriptionKey,Applies Major Damage Reduction to one enemy.
skill_jaakunahi_spiritsprotection_descriptionKey,Applies Tortures Immunity to itself. Heals itself by 50%. Requires cooldown.
skill_jaakunahi_spiritualveil_descriptionKey,Deals moderate Fire damage to one enemy. Removes positive status effects from one enemy. Applies Shock to one enemy. Requires cooldown.
skill_jaakunahi_insomnia_descriptionKey,Deals low Fire damage to all enemies. Applies Total Damage Reduction to all enemies. Requires cooldown.
skill_jaakunahi_spiritualprotection_descriptionKey,Removes Tortures and heals all allies by 30%. Requires cooldown.
skill_jaakunahi_soulfaint_descriptionKey,Deals low Fire damage to all enemies. Removes positive status effects from all enemies. Applies Shock to all enemies. Requires cooldown.
skill_jaakunahi_corruptedhistory_descriptionKey,Deals heavy Fire damage to one enemy. Removes positive status effects from one enemy twice. Applies Curse to one enemy. Requires cooldown.
specialSkill_jaakunahi_wickednostalgia_nameKey,Wicked Nostalgia
specialSkill_jaakunahi_wickednostalgia_descriptionKey,Deals heavy Fire damage to all enemies. Removes positive status effects from all enemies. Applies Total Damage Reduction to all enemies.
monster_jaakunahi_nameKey,Jaakuna Hi
monster_jaakunahi_descriptionKey,"Jaakuna Hi has lived for many centuries in the Eastern Region and met many of its leaders. For years, the Regions had been ruled by a Council of elders, but Jaakuna Hi missed the old times when there was an Emperor who ruled with an iron fist. When he learned that Wangzhou aspired to become a dark Emperor, Jaakuna Hi immediately offered his support."
monster_jaakunahi_gameplayDescriptionKey,Fire Support with Area Dodge as a Trait and debuff skills
skill_wormhole_vulnerabilitydetected_nameKey,Vulnerability Detected
skill_wormhole_swappingidentities_nameKey,Swapping Identities
skill_wormhole_wickahsclaw_nameKey,Wickah's Claw
skill_wormhole_dragharsfang_nameKey,Draghar's Fang
skill_wormhole_moonshine_nameKey,Moon Shine
skill_wormhole_ricinusoil_nameKey,Ricinus Oil
skill_wormhole_corruptedpetroglyph_nameKey,Corrupted Petroglyph
skill_wormhole_myhatedtrait_nameKey,My Hated Trait
skill_wormhole_vulnerabilitydetected_descriptionKey,Deals moderate Nature damage to one enemy. Applies Poison to one enemy.
skill_wormhole_swappingidentities_descriptionKey,Deals moderate Special damage to one enemy. Applies Sunburn to one enemy.
skill_wormhole_wickahsclaw_descriptionKey,Deals low Nature damage to all enemies. Applies Poison to all enemies. Requires cooldown.
skill_wormhole_dragharsfang_descriptionKey,Deals low Special damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
skill_wormhole_moonshine_descriptionKey,"Applies Total Blind, Sunburn, and Poison to one enemy. Requires cooldown."
skill_wormhole_ricinusoil_descriptionKey,Deals moderate Nature damage to all enemies. Disables Trait and applies Blind to all enemies. Requires cooldown.
skill_wormhole_corruptedpetroglyph_descriptionKey,Deals moderate Nature damage to all enemies. Removes Shields and applies Nanovirus to all enemies. Requires cooldown.
skill_wormhole_myhatedtrait_descriptionKey,"Deals heavy Nature damage to one enemy. Disables Trait, removes Shields, and applies Nanovirus to one enemy. Requires cooldown."
specialSkill_wormhole_hittheweakpoint_nameKey,Hit the Weak Point!
specialSkill_wormhole_hittheweakpoint_descriptionKey,Applies Pierce to itself. Disables Trait and removes 75% of Total Life from one enemy.
monster_wormhole_nameKey,Wormhole
monster_wormhole_descriptionKey,"This parasite attacks his victims from inside and kills them little by little. If he wants, he can keep and control the bodies of his victims too. The last monster he devoured from within had a unique power: He could gain the appearance of any other monster, so Wormhole decided to keep his body as his most recurrent clothing. While he's in this skin, he can disguise himself and go anywhere."
monster_wormhole_gameplayDescriptionKey,"Nature Support with Trait Disabling, Shield Break and Blind skills"
skill_climbert_acroyogapose_nameKey,Acroyoga Pose
skill_climbert_mountainsbreaker_nameKey,Mountain Breaker
skill_climbert_kungfukick_nameKey,Kung Fu Kick
skill_climbert_handstandpushups_nameKey,Handstand Push Ups
skill_climbert_focus_nameKey,Focus!
skill_climbert_warriorsrest_nameKey,Warrior's Rest
skill_climbert_planbwithlove_nameKey,Plan B with Love
skill_climbert_timetoparty_nameKey,Time to Party!
skill_climbert_acroyogapose_descriptionKey,Deals moderate Thunder damage to one enemy. Applies Shock to one enemy.
skill_climbert_mountainsbreaker_descriptionKey,Deals low Thunder damage to all enemies.
skill_climbert_kungfukick_descriptionKey,Removes Shield from one enemy. Deals heavy Thunder damage to one enemy.
skill_climbert_handstandpushups_descriptionKey,Applies Life Regeneration and Double Damage to itself. Requires cooldown.
skill_climbert_focus_descriptionKey,Deals massive Physical damage to one enemy. Applies Daze to one enemy.
skill_climbert_warriorsrest_descriptionKey,Removes all negative status effects and applies Damage Boost to itself. Requires cooldown.
skill_climbert_planbwithlove_descriptionKey,Deals moderate Thunder damage to all enemies. Applies Shock to all enemies. Requires cooldown.
skill_climbert_timetoparty_descriptionKey,Removes Shield from all enemies. Deals moderate Thunder damage to all enemies. Requires cooldown.
specialSkill_climbert_climbingtothetop_nameKey,Climbing to the Top
specialSkill_climbert_climbingtothetop_descriptionKey,Removes Shield from all enemies. Deals very heavy Thunder damage to all enemies. Applies Stun to all enemies.
monster_climbert_nameKey,Climbert
monster_climbert_descriptionKey,"Climbert used to have climbing competitions against his cousin Thunderkong, but the latter was so lazy that Climbert quickly got tired and went up the mountains looking for new fun. It was up there where he found a frozen artifact. When he turned it on, it introduced itself as Xavipit and explained it had got lost on its way back from work. Climbert helped Xavipit down the mountain and the two monsters ended up becoming great friends!"
